STRING_DIALOGUE_41,종업원 카드를 터치하면 종업원을 배치 할 수 있어!,Touch the clerk card to place a clerk!,"Wenn du die Mitarbeiterkarte berührst, kannst du den Mitarbeiter einsetzen!","Вы можете разместить сотрудника, коснувшись карточки сотрудника!",従業員カードをタップすると、従業員を配置できるよ！,点击职员卡即可安排职员。,點擊店員卡片就能配置店員！,คุณสามารถวางพนักงานโดยแตะที่การ์ดพนักงาน!,"Si vous touchez la carte de l'employé, vous pouvez utiliser l'employé !"
STRING_DIALOGUE_42,설치 된 내부꾸미기를 터치하면 꾸미기 보상을 받을 수 있어!,Touch the installed Interior Decoration to receive a decoration reward!,"Wenn du die installierte Innendekoration berührst, kannst du Dekorationsbelohnung erhalten!","Вы можете получить награду за украшение, прикоснувшись к установленному декору!",設置された内部デコをタップすると、デコ報酬がもらえるよ！,点击已安装的室内装饰即可获得装饰奖励！,點擊已安裝的內部裝飾，就能獲得裝飾獎勵！,คุณสามารถรับรางวัลการตกแต่งได้โดยการสัมผัสการตกแต่งภายในที่ติดตั้ง!,"Si vous touchez la décoration intérieure installée, vous pouvez obtenir une récompense de décoration !"
STRING_DIALOGUE_43,"골드로 구매한 꾸미기는 골드 보상을, 루비로 구매한 것은 루비 보상을 받을 수 있어!","Decorations purchased with gold receive gold rewards, and items purchased with rubies receive ruby ​​rewards!",Du kannst Goldbelohnungen für das Dekorieren von Gold und Rubinbelohnungen für den Kauf von Rubinen erhalten.,"Украшения, купленные за золото, получают золотые награды, а предметы, купленные за рубины, получают рубиновые награды!",ゴールドで購入したデコはゴールド報酬を、ルビーで購入したものはルビー報酬がもらえるよ！,用黄金购买的装饰可获得黄金奖励，用红宝石购买的装饰可获得红宝石奖励！,以金幣購買的裝飾可以獲得金幣獎勵，以紅寶石購買的裝飾則能獲得紅寶石獎勵！,ของตกแต่งที่ซื้อด้วยทองคำจะได้รับรางวัลทองคำ และสินค้าที่ซื้อด้วยรูบี้จะได้รับรางวัลรูบี้!,Vous pouvez obtenir des récompenses en or pour la décoration des récompenses en or et en rubis pour l'achat de rubis.
STRING_DIALOGUE_44,손님을 한 명 더 불러오면 피버를 얻을 수 있어!,"If you bring in one more customer, you'll get Fever!","Wenn du einen weiteren Gast herbeirufst, kannst du Fieber erhalten!","Если вы приведете еще одного клиента, вы получите Лихорадку!",お客さんをあと一人呼び込むと、フィーバーが得られるよ！,再邀请一名客人即可获得Fiber！,再多請來一名客人就能獲得狂熱值！,หากคุณเชิญลูกค้ามาเพิ่มอีก 1 คน คุณจะได้รับฟีเวอร์!,"Si vous invoquez un autre invité, vous pouvez avoir de la fièvre !"
STRING_DIALOGUE_45,잘했어! 그럼 다시 스토어로 나가볼까?,Well done! Shall we go to the store again?,Gut gemacht! Sollen wir zurück in den Laden bewegen?,"Молодец! Ну что, вернемся в магазин?",よくできたね！では、もう一度ストアへ行ってみようか？,干得漂亮！那么，回到商店看看吧。,做得好！那我們重新返回商店吧？,เยี่ยมมาก! งั้นเราออกไปที่สโตร์กันอีกครั้งไหม?,Bien joué ! On retourne au magasin ?
STRING_DIALOGUE_46,퀘스트를 완료하고 카드팩을 받아 봐!,Complete the quest and get the card pack!,Schließe die Quest ab und erhalte ein Kartenpaket!,Выполните квест и получите набор карт!,クエストを完了してカードパックをもらおう！,完成任务获得卡包吧！,完成任務獲得卡片！,ทำภารกิจให้สำเร็จและรับแพ็คการ์ด!,Terminez la quête et obtenez un pack de cartes !
STRING_DIALOGUE_47,무료보상인 핸섬가이를 받아봐!,Get the Handsome Guy as a free reward!,"Hol dich einen Schönen-Mann, der eine kostenlose Belohnung ist!",Получите Красавчика в качестве бесплатной награды!,無料報酬のハンサムガイをもらおう！,获得大帅哥，这是免费奖励哦。,獲得帥哥作為免費獎勵！,รับหนุ่มหล่อเป็นรางวัลฟรี!,Obtenez un bel homme qui est une récompense gratuite !
STRING_DIALOGUE_48,유료보상을 구매하면 더 많은 보상을 얻을 수 있어!,You can get more rewards by purchasing paid rewards!,"Wenn du kostenpflichtige Belohnung kaufen, kannst du mehr Prämien erhalten!","Вы можете получить больше вознаграждений, купив платные вознаграждения!",有料報酬を購入すると、もっとたくさんの報酬が手に入るよ！,购买收费奖励可获得更多的奖励！,購買收費獎勵就能得到更多獎勵！,คุณสามารถรับรางวัลมากขึ้นด้วยการซื้อรางวัลที่ต้องจ่ายเงิน!,"Si vous achetez une récompense payante, vous pouvez obtenir plus de récompenses !"
STRING_DIALOGUE_49,랭킹을 확인 했으니 다시 매장으로 돌아가 볼까?,"Since we checked the rankings, shall we go back to the store?","Da wir die Rangliste überprüft haben, sollen wir zurück in den Laden bewegen?",После проверки рейтинга вернемся в магазин?,ランキングを確認したんだから、もう一度売り場へ戻ろうか？,已确认排名，返回商店吧！,既然已經查看了排行榜，那再回到賣場看看吧？,เช็คอันดับแล้วกลับร้านกันดีไหม?,"Maintenant que nous avons vérifié le classement, devrions-nous retourner dans le magasin ?"
STRING_DIALOGUE_50,다시 월드맵으로 돌아가 볼까?,Shall we go back to the World Map?,Sollen wir zurück zur Weltkarte bewegen?,Вернемся к карте мира?,もう一度ワールドマップへ戻ろうか？,返回世界地图吧！,重新回到世界地圖吧？,เราจะกลับไปที่แผนที่โลกหรือไม่?,Allons-nous revenir à la carte du monde ?
STRING_DIALOGUE_51,루비를 사용하면 카드팩을 바로 오픈 할 수 있어!,Card packs can be opened immediately using rubies!,"Wenn du Rubin verwendest, kannst du das Kartenpaket sofort öffnen!","Если вы используете рубины, вы можете сразу же открыть колоду карт!",ルビーを使うと、すぐカードパックを開けることができるよ！,使用红宝石可立即打开卡包！,使用紅寶石就能立即開啟卡包！,หากใช้รูบี้จะสามารถเปิดการ์ดแพ็กได้ทันที!,"Si vous utilisez ruby, vous pouvez ouvrir le paquet de cartes immédiatement !"
STRING_DIALOGUE_52,잘했어! 그럼 다시 스토어로 이동해 볼래?,Well done! Shall we go to the store again?,Gut gemacht! Sollen wir zurück in den Laden bewegen?,"Молодец! Итак, не хотите ли вернуться в магазин?",よくできたね！では、もう一度ストアへ移動してみようか？,干得漂亮！那么，回到商店看看吧。,做得好！那我們重新返回商店吧？,เยี่ยมมาก! งั้นลองจะกลับไปที่สโตร์ไหม?,Bien joué ! On retourne au magasin ?
STRING_DIALOGUE_53,시작 버튼을 눌러 UFO 납치 액션퀘스트를 플레이 해봐!,Click the Start button to play the UFO Abduction Action Quest!,"Drücke die Starttaste, um die Action-Quest zur UFO-Entführung zu spielen!","Нажмите кнопку старта, чтобы начать квест «Похищение НЛО»!",開始ボタンを押して、UFO拉致アクションクエストをプレイしてみよう！,点击开始按钮，开始UFO绑架的行动任务吧！,點擊開始按鈕，嘗試UFO綁架動作任務吧！,คลิกปุ่มเริ่มเพื่อทำภารกิจช่วยเหลือตัวประกันจาก UFO!,Appuyez sur le bouton de démarrage pour jouer à la quête d'action d'enlèvement d'OVNI !
STRING_DIALOGUE_54,추가로 배치된 꾸미기 보상도 획득해 볼까?,Would you like to acquire additionally placed decoration rewards?,Sollen wir zusätzliche Dekorationsbelohnung erhalten?,Хотели бы вы получить дополнительно размещенные награды за украшения?,追加配置されたデコ報酬も獲得してみようか？,去领取额外提供的装饰奖励。,要不要領取額外配置的裝飾獎勵呢？,คุณต้องการรับรางวัลการตกแต่งเพิ่มเติมหรือไม่?,Devrions-nous obtenir une récompense de décoration supplémentaire ?
STRING_DIALOGUE_55,이제 손님을 10명정도 불러와 볼까?,Shall we bring in about 10 customers?,Sollen wir jetzt 10 Gäste herbeirufen?,Теперь пригласим 10 клиентов?,では、お客さんを10人程度呼んでみようか？,接下来，邀请10名的客人。,現在請來10名左右的客人吧？,ลองเชิญลูกค้า 10 คนตอนนี้ดูไหม?,Allons-nous convoquer 10 invités maintenant ?
STRING_DIALOGUE_56,손님들이 많이 기다리고 있는거 같아! 종업원을 더 배치해볼까?,Looks like a lot of customers are waiting! Shall we place more clerks?,"Ich denke, viele Kunden warten! Sollen wir mehr Mitarbeiter einstellen?","Похоже, много клиентов ждут! Должны ли мы нанять больше сотрудников?",お客さんがたくさん待っているみたい！従業員をもっと配置してみようか？,客人好像已经不耐烦了！快增加职员吧。,客人們好像等了很久！再多安排一點店員如何？,ดูเหมือนว่าลูกค้าจำนวนมากกำลังรออยู่! เราควรจ้างพนักงานเพิ่มหรือไม่?,Je pense que beaucoup de clients attendent ! Doit-on embaucher plus d'employés ?
STRING_DIALOGUE_57,잘했어! 그럼 남은 꾸미기 보상은 직접 획득해봐!,Well done! Get the remaining decoration rewards yourself!,Gut gemacht! Hol dich dann den Rest der Dekorationsbelohnung selbst!,Молодец! Затем получите оставшиеся награды за украшения самостоятельно!,よくできたね！それじゃ、残りのデコ報酬は自分で獲得してみて！,干得漂亮！那么，直接领取剩余的装饰奖励。,做得好！請直接領取剩下的裝飾獎勵吧！,เยี่ยมมาก! งั้นก็ลองรับรางวัลตกแต่งที่เหลือด้วยตัวเองสิ!,"Bien joué ! Ensuite, obtenez le reste de la décoration pour vous récompenser !"
STRING_DIALOGUE_58,매니저를 추가로 배치해볼래?,Do you want to place additional managers?,Möchtest du weitere Manager hinzufügen?,Хотите поставить дополнительного менеджера?,マネージャーを追加で配置してみようか？,添加经理看看。,要多配置一個店經理嗎？,คุณต้องการผู้จัดการเพิ่มไหม?,Doit-on ajouter d'autres administrateurs ?
Action_Quest_UFO_Info_1,우주선으로 부터 손님을 지켜라,Protect customers from spaceships,Beschütze den Gast vor UFO,Защитить клиентов от космических кораблей,宇宙船からお客さんを守れ,保护客人不被UFO绑架,從宇宙船手中保護客人吧,ปกป้องลูกค้าจากยานอวกาศ,Protégez l'invité de l'OVNI
Action_Quest_UFO_Info_2,손님 10명 지키기,Protect 10 customers,Beschütze 10 Gäste,Защитить 10 клиентов,お客さん10人を守る,保护10名客人,保護10名客人,ปกป้องลูกค้า 10 คน,Protégez 10 invités
Action_Quest_UFO_Info_3,우주선 10대 격추하기,Shoot down 10 spaceships,Triff 10 UFO,Сбить 10 космических кораблей,宇宙船10機を撃墜する,击落10架UFO,擊落10架宇宙船,ยิงยานอวกาศให้ตก 10 ลำ,Frappez 10 OVNIS
Action_Quest_Theif_Info_1,도둑을 잡아라,Catch the thief,Fang den Dieb,Поймать вора,泥棒を捕まえろ,抓贼,抓住小偷吧,จับโจร,Attraper le voleur
Action_Quest_Theif_Info_2,도둑 3명 잡기,Catch 3 thieves,Fange 3 Diebe,Поймать 3 воров,泥棒3人を捕まえる,抓3个小偷,抓住3名小偷,จับโจร 3 คน,Attrapez 3 voleurs
Action_Quest_Theif_Info_3,엘리트 도둑 2명 잡기,Catch 2 elite thieves,Fange zwei Elite-Diebe,Поймать 2 элитных воров,エリート泥棒2人を捕まえる,抓2个精英小偷,抓住2名精英小偷,จับโจรชั้นนำ 2 คน,Attrapez deux voleurs d'élite
Action_Quest_ZomBie_Info_1,좀비로 부터 손님을 지켜라,Protect customers from zombies,Beschütze den Gast vor Zombies,Защитите своих клиентов от зомби,ゾンビからお客さんを守れ,保护客人不被丧尸攻击,從殭屍船手中保護客人吧,ปกป้องลูกค้าจากซอมบี้,Protégez l'invité des zombies
eGame_Rank_Factor_Day,일간 랭킹,Daily Rank,Tägliche Rangliste,Ежедневный рейтинг,日間ランキング,日常任务,每日排名,การจัดอันดับรายวัน,Classement quotidien
eGame_Rank_Factor_Week,주간 랭킹,Weekly Rank,Wöchentliche Rangliste,Еженедельный рейтинг,週間ランキング,每周任务,每週排名,การจัดอันดับรายสัปดาห์,Classement hebdomadaire
eGame_Rank_Factor_Month,월간 랭킹,Monthly Rank,Monatliches Ranking,Ежемесячный рейтинг,月間ランキング,每月任务,每月排名,การจัดอันดับรายเดือน,Classement mensuel
STRING_RANK,위,No.,te,над,位,以上,名,อันดับ,er
STRING_REWARD,보상,Reward,Belohnung,Награда,報酬,奖励,獎勵,รางวัล,récompense
STRING_GET_REWARD,보상받기,Get Reward,Belohnung erhalten,Получить награду,報酬受取,领取奖励,領取獎勵,รับรางวัล,Obtenir une récompense
STRING_CLOSE,닫기,Close,Schließen,Поместить,閉じる,关闭,關閉,ปิด,Fermer
STRING_BUFF_INFO_1,<s0>분 동안,For <s0>min(s),Für <s0>min,на <s0>минут,<s0>分間,<s0>分钟,<s0>分鐘間,ภายในเวลา <s0> นาที,Pendant <s0>min
STRING_BUFF_INFO_1,+<s0>%!,+<s0>%!,+<s0>%!,+<s0>%!,+<s0>%!,+<s0>%!,+<s0>%!,+<s0>%!,+<s0>%!
STRING_CARD_AD_1,광고를 보고 30분을 단축 하시겠습니까?,Watch an ad to reduce 30 minutes?,"Möchten Sie 30 Minuten verkürzen, indem Sie sich den Werbung ansehen?","Хотите сэкономить 30 минут, посмотрев рекламу?",広告を視聴し、30分を短縮しますか？,是否观看广告缩短30分钟？,確定要觀看廣告，縮短30分鐘嗎？,ต้องการลดเวลาลง 30 นาทีหลังจากดูโฆษณาหรือไม่,Aimeriez-vous couper 30 minutes en regardant la publicité ?
STRING_COMPUTE_TIME,계산시간,Checkout time,Berechnungszeit,Подсчитанное время,会計時間,结算时间,結帳時間,เวลาคำนวณ,temps de calcul
STRING_OPENING_UI,어제..... YESTER...DAY,Yesterday..... YESTER...DAY,Gestern...... YESTER...DAY,Вчера..... YESTER...DAY,昨日……YESTER…DAY,昨天……YESTER...DAY,昨天……YESTER…DAY,เมื่อวาน YESTER...DAY,Hier….. YESTER…DAY
STRING_CALL_CUSTOMER,손님을 부르세요~,Call in customers.,Rufen Sie einen Gast herbei~,Зовите клиентов!,お客さんを呼びましょう～,请邀请客人~,請呼叫客人～,เรียกลูกค้าเข้ามากันเถอะ,Invoquer un invité~
STRING_CALL_AUTO,자동을 활성화 하세요.,Activate automatic,Bitte aktivieren Sie den automatischen Modus.,Включите автоматизацию.,自動を活性化させましょう。,请自动启用。,請啟用自動功能。,เปิดระบบอัตโนมัติ,Veuillez activer le mode automatique.
STRING_ACTION_GAME_READY,액션 게임 카운터가 초기화 되었습니다.,Action Game Counter has been reset.,Der Aktionsspielzähler wurde initialisiert.,Счетчик экшн-игр был сброшен.,アクションゲームカウンターが初期化されました。,已重置行动任务计数。,已重置動作遊戲計時器。,เคาน์เตอร์เกมแอคชั่นเริ่มใช้งานแล้ว,Le compteur de jeu d'action a été initialisé.
STRING_DAILY_REWARD_READY,일일 보상을 받으세요.,Get daily rewards. ,Erhalten Sie tägliche Belohnungen. ,Получайте ежедневные награды. ,毎日の報酬を取得します。 ,获得每日奖励。 ,獲得每日獎勵。 ,รับรางวัลรายวัน ,Obtenez des récompenses quotidiennes. 
STRING_START,시작,Start,Starten,Начало,開始,开始,開始,เริ่ม,Démarrer
STRING_BUY_ITEM,상점에서 획득,Obtain from the store,Belohnung aus dem Laden erhalten,Получено в магазине,ショップで獲得,在商城中获得,從商店中獲得,ได้มาจากร้านค้า,Obtenez une récompense du magasin
STRING_ACTION_COUNT_BONUS,+ 5회 플레이 보너스,,,,,,,,
STRING_CHARGE,충전하기,Recharge,Aufladen,Пополнить,チャージする,充值,充電,ชาร์จพลัง,Charger
STRING_USE_RUBY,<s0> 루비를 사용하시겠습니까?,Use <s0> rubies?,Werden Sie <s0> Rubine verwenden?,Вы хотите использовать <s0> рубинов?,<s0>ルビーを使用しますか？,<s0>是否使用红宝石？,確定要使用<s0>紅寶石嗎？,ต้องการใช้รูบี้ <s0> หรือไม่?,<s0> Utiliserez-vous rubis ?
STRING_TOUCH,손가락을 터치하세요.,Touch the finger.,Berühren Sie Finger.,Коснитесь пальцем.,指をタップしてみましょう。,请点击手指。,請點擊手指。,แตะที่นิ้ว,Touchez les doigts.
STRING_GOLD_BUY_POP,골드가 부족합니다.<br>골드를 구매하시겠습니까?,Not enough gold.<br>Do you want to purchase gold?,Nicht genug Gold.<br>Möchten Sie Gold kaufen?,У меня заканчивается золото.<br>Хотите купить золото?,ゴールドが足りません。<br>ゴールドを購入しますか？,黄金不足，<br>是否购买黄金？,金幣不足。<br>確定要購買金幣嗎？,ทองไม่พอสำหรับการใช้งาน <br>ต้องการซื้อทองหรือไม่?,Pas assez d'or.<br>Voulez-vous acheter de l'or ?
STRING_AI_TUTO_1,뭐라구욧!!!,What!!!,was!!! ,какие!!! ,何！！！ ,什么！！！ ,什麼！！！ ,อะไร!!! ,quel!!! 
STRING_AI_TUTO_2,외계인이 다 훔쳐 갔어,The aliens stole it all! ,Die Aliens haben alles gestohlen! ,Инопланетяне украли все это! ,,外星人偷走了一切！ ,外星人偷走了一切！ ,มนุษย์ต่างดาวขโมยมันทั้งหมด! ,Les extraterrestres ont tout volé ! 
STRING_AI_TUTO_3,말도 안돼!!!!,Nonsense! ,Unsinn! ,Ерунда! ,ナンセンス！ ,废话！ ,廢話！ ,ไร้สาระ! ,Absurdité! 
STRING_AI_TUTO_4,안돼!!!,NO!!!,NEIN!!! ,НЕТ!!! ,いいえ！！！ ,不！！！ ,不！！！ ,ไม่!!! ,NON!!! 
STRING_AI_TUTO_5,이제 부터 다시!,Stat over again!,Ab sofort wieder! ,Отныне снова! ,これからも！ ,从现在开始再来！ ,從現在開始再來！ ,จากนี้ไปอีกครั้ง! ,A partir de maintenant ! 
STRING_AI_TUTO_6,잡화 진열대,Goods,Waren ,товары ,品 ,商品 ,商品 ,สินค้า ,des biens 
STRING_AI_TUTO_7,라면 진열대,Ramen,Ramen ,рамен ,拉麺 ,拉面 ,拉麵 ,ราเมน ,ramens 
STRING_AI_TUTO_8,과자 진열대,Cookie,Plätzchen ,Куки ,クッキー ,曲奇饼 ,曲奇餅 ,คุกกี้ ,Biscuit 
STRING_AI_TUTO_9,신선 냉장고,Fresh,Frisch ,Свежий ,新鮮 ,新鲜的 ,新鮮的 ,สด ,Frais 
STRING_AI_TUTO_10,음료 냉장고,Frozen,Gefroren ,замороженный ,フローズン ,冷冻 ,冷凍 ,แช่แข็ง ,Congelé
STRING_AI_TUTO_11,상품을 진열해 보자,Let's display products! ,Lassen Sie uns Produkte ausstellen! ,Давайте покажем продукты! ,商品を展示しよう！ ,让我们展示产品！ ,讓我們展示產品！ ,มาโชว์สินค้ากัน! ,Présentons les produits ! 
STRING_AI_TUTO_12,오픈 준비를 해볼까? 손님 맞을 준비해~,Are we ready to open? Prepare to welcome customerss!,"Bereit zum Öffnen? Bereiten Sie sich darauf vor, Gäste willkommen zu heißen ",Готовы открыться? Готовьтесь встречать гостей ,開く準備はできましたか？ゲストを歓迎する準備をする ,准备好开张了吗？准备迎接客人 ,準備好開張了嗎？準備迎接客人 ,พร้อมที่จะเปิด? เตรียมต้อนรับแขก ,Prêt à ouvrir ? Préparez-vous à accueillir les invités 
STRING_AI_TUTO_13,손님을 불러 보자~,Let's call in some customers.,Lassen Sie uns einen Gast anrufen ,давай позовем гостя ,ゲストに電話しましょう ,我们叫个客人吧 ,我們叫個客人吧 ,มาเรียกแขกกันเถอะ ,appelons un invité 
STRING_AI_TUTO_14,서울 레벨 10이 됐어. 매장을 확장 해볼까~,Reached level 10 in Seoul. Expand your store.,Level 10 in Seoul erreicht. Erweitern Sie Ihren Shop. ,Достигнуть 10 уровня в Сеуле. Расширьте свой магазин. ,ソウルでレベル10に到達。ストアを拡張します。 ,在首尔达到10级。扩展您的商店。 ,在首爾達到10級。擴展您的商店。 ,ถึงระดับ 10 ในกรุงโซล ขยายร้านค้าของคุณ ,Atteindre le niveau 10 à Séoul. Développez votre magasin. 
STRING_AI_TUTO_15,공사 시작,start of construction ,Baubeginn ,начало строительства ,着工 ,开工建设 ,開工建設 ,เริ่มก่อสร้าง ,début du chantier 
STRING_AI_TUTO_16,이제 진열대를 다시 배치해봐~,Now rearrange the shelves,Ordnen Sie nun die Regale neu an ,Теперь переставьте полки ,棚を並べ替えます ,现在重新排列货架 ,現在重新排列貨架 ,ตอนนี้จัดเรียงชั้นวางใหม่ ,"Maintenant, réorganisez les étagères "
STRING_DONTMOVE,길이 막혀 있어~,The road is blocked! ,Die Straße ist gesperrt! ,Дорога перекрыта! ,道路が封鎖されています！ ,路被堵死了！ ,路被堵死了！ ,ถนนถูกปิดกั้น! ,La route est bloquée ! 
STRING_WORLD_OPEN_NEWWORK,뉴욕 스토어 오픈 가능!,New York store open now!,Laden in New York eröffnet! ,Магазин в Нью-Йорке открыт! ,ニューヨーク店がオープンしました！ ,纽约店开张啦！ ,紐約店開張啦！ ,ร้านนิวยอร์กเปิดแล้ว! ,Le magasin de New York est maintenant ouvert ! 
STRING_WORLD_OPEN_BEIJING,베이징 스토어 오픈 가능!,Beijing store open now!,Laden in Peking jetzt geöffnet! ,Магазин в Пекине открыт! ,北京店がオープンしました！ ,北京店开张啦！ ,北京店開張啦！ ,ร้านปักกิ่งเปิดแล้ว! ,Le magasin de Pékin ouvert maintenant ! 
STRING_WORLD_OPEN_TOKYO,도쿄 스토어 오픈 가능!,Tokyo store open now!,Laden in Tokio jetzt geöffnet! ,Магазин в Токио открыт! ,東京店がオープンしました！ ,东京店开张啦！ ,東京店開張啦！ ,ร้านโตเกียวเปิดแล้ว! ,Le magasin de Tokyo est maintenant ouvert ! 
STRING_WORLD_OPEN_VENICE,베네치아 스토어 오픈 가능!,Venice store open now!,Geschäft in Venedig jetzt geöffnet! ,Венецианский магазин открыт! ,ヴェネツィア店がオープンしました！ ,威尼斯店开张啦！ ,威尼斯店開張啦！ ,ร้านเวนิสเปิดแล้ว! ,La boutique de Venise est maintenant ouverte ! 
STRING_DISPLAY_ADD_OK,진열대를 추가로 더 설치할 수 있어!,Additional display can be installed!,Zusätzliches display kann installiert werden! ,Дополнительный дисплей может быть установлен! ,追加の表示をインストールできます！ ,可以安装额外的显示器！,可以安裝額外的顯示器！ ,สามารถติดตั้ง diplay เพิ่มเติมได้! ,Un affichage supplémentaire peut être installé !
STRING_ACTION_QUEST_1,UFO 납치,UFO abduction ,UFO-Entführung ,похищение НЛО ,UFOによる誘拐 ,不明飞行物绑架 ,不明飛行物綁架 ,การลักพาตัวยูเอฟโอ ,Enlèvement d'OVNI 
STRING_ACTION_QUEST_2,도둑 잡기,Catching thieves,Einen Dieb fangen ,Поймать вора ,泥棒を捕まえる ,抓贼 ,抓賊 ,จับโจร ,Attraper un voleur 
STRING_ACTION_QUEST_3,좀비 처치,Zombie extermination,Zombie-Kill ,Убийство зомби ,ゾンビキル ,僵尸杀 ,殭屍殺 ,ฆ่าซอมบี้ ,Tuer des zombies 
STRING_OTHER_BUFF_INFO_1,20분동안,For 20 min,Für 20min,на 20 минут,20分間,20分钟,20分鐘間,เป็นเวลา 20 นาที,Pendant 20min
STRING_GOODS_1,감자 과자,Potato,Kartoffelchips,Картофельные,ジャガイモ菓子,薯片,洋芋片,มันฝรั่งทอดกรอบ,Chips 
STRING_GOODS_2,새우 과자,Shrimp,Garnelenchips,Креветочные,エビ菓子,虾片,蝦條,ข้าวเกรียบกุ้ง,Chips
STRING_GOODS_3,빼빼과자,Pepe,Pocki,Пепе Снэк,ポッポー菓子,巧克力饼干,巧克力棒,ขนมป๊อกกี้,Pocki
STRING_GOODS_4,팝콘,Popcorn,Popcorn,Попкорн,ポップコーン,爆米花,爆米花,ป๊อบคอร์น,Popcorn
STRING_GOODS_5,초코파이,ChocoPie,Schokoladen,Чокопай,チョコパイ,巧克力派,巧克力派,ขนมช็อกโกพาย,Tarte au
STRING_GOODS_6,콘프레이크,Cornflakes,Cornflakes,Кукурузные,コーンフレーク,玉米片,玉米片,คอร์นเฟลก,Flocons
STRING_GOODS_7,마카롱,Macaron,Macaron,Макарун,マカロン,马卡龙,馬卡龍,มาการอง,Macaron
STRING_GOODS_8,코코넛 쿠키,Coconut,Kokosnuss,Кокосовое,ココナッツ,椰子曲奇,椰子餅乾,คุกกี้มะพร้าว,Biscuits à
STRING_GOODS_9,중국과자,Chinese,Chinesische,Китайское,中華菓子,中国饼干,中國餅乾,คุกกี้จีน,Collations
STRING_GOODS_10,연양갱,Yokan,Yokan,Йокан,煉ようかん,炼羊羹,羊羹,เยลลี่ถั่วแดง,Yokan
STRING_GOODS_11,화과자,Wagashi,Japanische,Вагаси,和菓子,和果子,和菓子,ขนมญี่ปุ่น,Wagashi
STRING_GOODS_12,와플,Waffle,Waffel,Вафли,ワッフル,华夫饼,鬆餅,วาฟเฟิล,Gaufre
STRING_GOODS_13,푸랑굴스,Pringules,Fringles,Принглс,プラングルズ,品客薯片,翹鬍子,พรังกุลส์,Frangles
STRING_GOODS_14,마가렛,Margaret,Margaret,Маргарет,マーガレット,玛格丽特,瑪格麗特餅乾,มากาเรต,Margaret
STRING_GOODS_15,유과,Yugwa,Yugwa,Югва,油菓,油蜜果,油蜜果,ขนมข้าวพอง,Yugwa
STRING_GOODS_16,다이겟,Dyget,Dygest,Дайгет,ダイゲッツ,DIGET,消化餅,ไดเกต,Dyget
STRING_GOODS_17,초코타임,ChocoTime,Schokola,Чоко Тайм,チョコタイム,巧克力时光,巧克力牛奶,ช็อกโกไทม์,L'heure du
STRING_GOODS_18,라즈베리 마카롱,Pink,Himbeer,Розовый ,ラズベリー,覆盆子马卡龙,覆盆莓馬卡龍,มาการองราส,Macaron
STRING_GOODS_19,초코 마카롱,Choco,Schokoladen,Шоколадный ,チョコマカロン,巧克力马卡龙,巧克力馬卡龍,มาการองช็อกโ,Macaron
STRING_GOODS_20,칙척,Chik,Chik Cheok,Чак-чак,チックチャック,CHICCHOC,巧克力餅乾,ขนมชิคช็อค,Chik Cheok
STRING_GOODS_21,화이트 사탕,White,Weiße,Белая,ホワイト,白色糖果,白色糖果,ลูกอมสีขาว,Bonbon
STRING_GOODS_22,젤리스타,JellyStar,Jelly Star,Джелли Стар,ゼリースター,果冻星,造型軟糖,เยลลี่สตาร์,Jelly Star
STRING_GOODS_23,까메오 오즈,Cameo,Cameo Oz,Камео Оз,カメオオッズ,KAMEO OZ,奧利奧夾心餅,คาเมโอออส,Cameo Oz
STRING_GOODS_24,무지개떡,Rice,Regenbogen,Рисовый,レインボーもち,彩虹糕,彩虹年糕,ขนมต็อกสายรุ้ง,Gâteau
STRING_GOODS_25,피타빵,Peta,Peeta-Brot,Пета-хлеб,ピタパン,皮塔饼,皮塔餅,ขนมปังพิต้า,Pain Peéta
STRING_GOODS_26,송편,Songpyeon,Songpyeon,Сонпхён,松餅,松糕,松片,ขนมซงพยอน,Songpyeon
STRING_GOODS_27,버터맛 쿠키,Butter,Buttergesch,Сливочное,バター味,黄油饼干,奶油餅乾,คุกกี้รสเนย,Biscuits
STRING_GOODS_28,고스트 캔디,Ghost,Geister,Призрачная,ゴースト,幽灵糖,鬼怪糖果,คุกกี้โกสท์,Bonbon
STRING_GOODS_29,버터쿠키 세트,Butter,Butterkeks,сливочного,バタークッ,黄油曲奇套装,奶油餅乾組,เซตคุกกี้เนย,Ensemble
STRING_GOODS_1001,푸라면,Fu Ramen,Shien-Ramen,Пху Рамен,プゥラーメン,辛拉面,夫泡麵,ชินรามยอน,Shien ramen
STRING_GOODS_1002,너굴이 라면,Neoguri,Neoguli Ramen,Ногури Рамен,タヌキラーメン,小浣熊拉面,狸貓泡麵,รามยอนแรคคูน,Neoguli ramen
STRING_GOODS_1003,컵라면,Cup,Cup Ramen,Рамен в,カップ麺,杯面,杯裝泡麵,รามยอนแบบถ้วย,Tasse à ramen
STRING_GOODS_1004,짜파게리,Chapagetti,Chapagerri,Чапагетти,チャパゲリィ,炸酱面,炸醬泡麵,จาพาเกตตี้,Chapagerri
STRING_GOODS_1005,튀김 라면,Fried,Frittierte,Жареный,天ぷらラーメン,炸方便面,天婦羅泡麵,รามยอนทอด,Ramen frits
STRING_GOODS_1006,라볶이,Rabokki,Rabokki,Рапокки,ラポッキ,拉面炒年糕,辣炒年糕泡麵,ราโบกี,Rabokki
